f [1, 6, 3, 7, 5, 0, 10, 4, 9, 2, 11, 8]
e [1, 6, 3, 7, 0, 2, 10, 4, 9, 5, 11, 8]
l [1, 6, 3, 7, 5, 2, 11, 4, 9, 10, 8, 0]
j [1, 6, 3, 7, 5, 2, 11, 4, 9, 0, 10, 8]
h [1, 6, 3, 7, 5, 2, 11, 0, 9, 10, 4, 8]
f [1, 6, 3, 7, 5, 0, 11, 4, 9, 10, 2, 8]
i [1, 6, 3, 7, 5, 9, 2, 4, 0, 10, 11, 8]
j [1, 6, 3, 7, 5, 10, 2, 4, 9, 0, 11, 8]
k [1, 6, 3, 7, 5, 11, 2, 4, 9, 10, 0, 8]
e [1, 6, 3, 7, 0, 5, 2, 4, 9, 10, 11, 8]
c [1, 6, 0, 7, 5, 3, 2, 4, 9, 10, 11, 8]
a [0, 6, 3, 7, 5, 1, 2, 4, 9, 10, 11, 8]
h [1, 6, 4, 7, 5, 2, 3, 0, 9, 10, 11, 8]
f [1, 6, 2, 7, 5, 0, 3, 4, 9, 10, 11, 8]
b [1, 0, 6, 7, 5, 2, 3, 4, 9, 10, 11, 8]
d [1, 6, 7, 0, 5, 2, 3, 4, 9, 10, 11, 8]
l [1, 3, 4, 7, 5, 2, 6, 8, 9, 10, 11, 0]
k [1, 3, 4, 7, 5, 2, 6, 11, 9, 10, 0, 8]
d [1, 3, 4, 0, 5, 2, 6, 7, 9, 10, 11, 8]
g [1, 3, 4, 7, 5, 2, 0, 6, 9, 10, 11, 8]
g [1, 3, 2, 7, 5, 6, 0, 4, 9, 10, 11, 8]
i [1, 3, 2, 7, 5, 9, 6, 4, 0, 10, 11, 8]
j [1, 3, 2, 7, 5, 10, 6, 4, 9, 0, 11, 8]
k [1, 3, 2, 7, 5, 11, 6, 4, 9, 10, 0, 8]
e [1, 3, 2, 7, 0, 5, 6, 4, 9, 10, 11, 8]
a [0, 3, 2, 7, 5, 1, 6, 4, 9, 10, 11, 8]
l [1, 3, 6, 7, 5, 2, 8, 4, 9, 10, 11, 0]
h [1, 3, 6, 7, 5, 2, 4, 0, 9, 10, 11, 8]
d [1, 3, 6, 0, 5, 2, 7, 4, 9, 10, 11, 8]
j [1, 3, 6, 7, 5, 2, 10, 4, 9, 0, 11, 8]
k [1, 3, 6, 7, 5, 2, 11, 4, 9, 10, 0, 8]
f [1, 3, 6, 7, 5, 0, 2, 4, 9, 10, 11, 8]
h [1, 3, 7, 4, 5, 2, 6, 0, 9, 10, 11, 8]
g [1, 3, 7, 6, 5, 2, 0, 4, 9, 10, 11, 8]
g [1, 5, 3, 7, 2, 6, 0, 4, 9, 10, 11, 8]
i [1, 5, 3, 7, 2, 9, 6, 4, 0, 10, 11, 8]
j [1, 5, 3, 7, 2, 10, 6, 4, 9, 0, 11, 8]
k [1, 5, 3, 7, 2, 11, 6, 4, 9, 10, 0, 8]
c [1, 5, 0, 7, 2, 3, 6, 4, 9, 10, 11, 8]
a [0, 5, 3, 7, 2, 1, 6, 4, 9, 10, 11, 8]
j [1, 5, 3, 7, 9, 2, 6, 4, 10, 0, 11, 8]
f [1, 5, 3, 7, 9, 0, 6, 4, 2, 10, 11, 8]
k [1, 5, 3, 7, 10, 2, 6, 4, 9, 11, 0, 8]
i [1, 5, 3, 7, 10, 2, 6, 4, 0, 9, 11, 8]
g [1, 5, 3, 7, 10, 2, 0, 4, 9, 6, 11, 8]
f [1, 5, 3, 7, 10, 0, 6, 4, 9, 2, 11, 8]
f [2, 5, 3, 7, 1, 0, 6, 4, 9, 10, 11, 8]
b [5, 0, 3, 7, 1, 2, 6, 4, 9, 10, 11, 8]
g [2, 1, 3, 7, 5, 6, 0, 4, 9, 10, 11, 8]
i [2, 1, 3, 7, 5, 9, 6, 4, 0, 10, 11, 8]
j [2, 1, 3, 7, 5, 10, 6, 4, 9, 0, 11, 8]
k [2, 1, 3, 7, 5, 11, 6, 4, 9, 10, 0, 8]
e [2, 1, 3, 7, 0, 5, 6, 4, 9, 10, 11, 8]
c [2, 1, 0, 7, 5, 3, 6, 4, 9, 10, 11, 8]
f [5, 1, 3, 7, 2, 0, 6, 4, 9, 10, 11, 8]
i [5, 1, 3, 7, 9, 2, 6, 4, 0, 10, 11, 8]
j [5, 1, 3, 7, 10, 2, 6, 4, 9, 0, 11, 8]
k [1, 2, 3, 7, 5, 6, 8, 4, 9, 10, 0, 11]
h [1, 2, 3, 7, 5, 6, 8, 0, 9, 10, 11, 4]
l [1, 2, 3, 7, 5, 6, 4, 8, 9, 10, 11, 0]
k [1, 2, 3, 7, 5, 6, 4, 11, 9, 10, 0, 8]
d [1, 2, 3, 0, 5, 6, 4, 7, 9, 10, 11, 8]
c [1, 2, 0, 7, 5, 6, 4, 3, 9, 10, 11, 8]
h [1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8]
c [1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8]
k [1, 2, 3, 7, 5, 6, 10, 4, 9, 11, 0, 8]
i [1, 2, 3, 7, 5, 6, 10, 4, 0, 9, 11, 8]
f [1, 2, 3, 7, 5, 0, 10, 4, 9, 6, 11, 8]
e [1, 2, 3, 7, 0, 6, 10, 4, 9, 5, 11, 8]
l [1, 2, 3, 7, 5, 6, 11, 4, 9, 10, 8, 0]
j [1, 2, 3, 7, 5, 6, 11, 4, 9, 0, 10, 8]
h [1, 2, 3, 7, 5, 6, 11, 0, 9, 10, 4, 8]
f [1, 2, 3, 7, 5, 0, 11, 4, 9, 10, 6, 8]
h [1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8]
d [1, 2, 7, 0, 5, 6, 3, 4, 9, 10, 11, 8]
f [1, 2, 6, 7, 5, 0, 3, 4, 9, 10, 11, 8]
b [1, 0, 2, 7, 5, 6, 3, 4, 9, 10, 11, 8]
c [1, 3, 0, 7, 5, 6, 2, 4, 9, 10, 11, 8]
e [1, 5, 3, 7, 0, 6, 2, 4, 9, 10, 11, 8]
a [0, 1, 3, 7, 5, 6, 2, 4, 9, 10, 11, 8]
k [1, 2, 3, 7, 5, 9, 6, 4, 10, 11, 0, 8]
f [1, 2, 3, 7, 5, 0, 6, 4, 10, 9, 11, 8]
g [1, 2, 3, 7, 5, 9, 0, 4, 10, 6, 11, 8]
e [1, 2, 3, 7, 0, 9, 6, 4, 10, 5, 11, 8]
f [1, 2, 3, 7, 9, 0, 6, 4, 5, 10, 11, 8]
j [1, 2, 3, 7, 10, 9, 6, 4, 5, 0, 11, 8]
b [1, 0, 3, 7, 2, 9, 6, 4, 5, 10, 11, 8]
a [0, 2, 3, 7, 1, 9, 6, 4, 5, 10, 11, 8]
l [1, 2, 3, 7, 5, 10, 6, 4, 9, 11, 8, 0]
f [1, 2, 3, 7, 5, 0, 6, 4, 9, 11, 10, 8]
h [1, 2, 3, 7, 5, 10, 6, 0, 9, 11, 4, 8]
g [1, 2, 3, 7, 5, 10, 0, 4, 9, 11, 6, 8]
e [1, 2, 3, 7, 0, 10, 6, 4, 5, 9, 11, 8]
l [1, 2, 3, 7, 5, 10, 8, 4, 9, 6, 11, 0]
h [1, 2, 3, 7, 5, 10, 4, 0, 9, 6, 11, 8]
d [1, 2, 3, 0, 5, 10, 7, 4, 9, 6, 11, 8]
k [1, 2, 3, 7, 5, 10, 11, 4, 9, 6, 0, 8]
c [1, 2, 0, 7, 5, 10, 3, 4, 9, 6, 11, 8]
b [1, 0, 3, 7, 5, 10, 2, 4, 9, 6, 11, 8]
f [1, 2, 3, 7, 10, 0, 6, 4, 9, 5, 11, 8]
i [1, 2, 3, 7, 9, 10, 6, 4, 0, 5, 11, 8]
b [1, 0, 3, 7, 2, 10, 6, 4, 9, 5, 11, 8]
a [0, 2, 3, 7, 1, 10, 6, 4, 9, 5, 11, 8]
h [1, 2, 3, 7, 5, 11, 6, 0, 9, 10, 8, 4]
g [1, 2, 3, 7, 5, 11, 0, 4, 9, 10, 8, 6]
i [1, 2, 3, 7, 5, 11, 6, 4, 0, 9, 10, 8]
g [1, 2, 3, 7, 5, 11, 0, 4, 9, 6, 10, 8]
e [1, 2, 3, 7, 0, 11, 6, 4, 9, 5, 10, 8]
l [1, 2, 3, 7, 5, 11, 6, 8, 9, 10, 4, 0]
d [1, 2, 3, 0, 5, 11, 6, 7, 9, 10, 4, 8]
g [1, 2, 3, 7, 5, 11, 0, 6, 9, 10, 4, 8]
c [1, 2, 0, 7, 5, 11, 6, 3, 9, 10, 4, 8]
l [1, 2, 3, 7, 5, 11, 8, 4, 9, 10, 6, 0]
h [1, 2, 3, 7, 5, 11, 4, 0, 9, 10, 6, 8]
d [1, 2, 3, 0, 5, 11, 7, 4, 9, 10, 6, 8]
j [1, 2, 3, 7, 5, 11, 10, 4, 9, 0, 6, 8]
c [1, 2, 0, 7, 5, 11, 3, 4, 9, 10, 6, 8]
b [1, 0, 3, 7, 5, 11, 2, 4, 9, 10, 6, 8]
j [1, 2, 3, 7, 9, 5, 6, 4, 10, 0, 11, 8]
k [1, 2, 3, 7, 10, 5, 6, 4, 9, 11, 0, 8]
i [1, 2, 3, 7, 10, 5, 6, 4, 0, 9, 11, 8]
g [1, 2, 3, 7, 10, 5, 0, 4, 9, 6, 11, 8]
g [1, 6, 3, 7, 2, 5, 0, 4, 9, 10, 11, 8]
c [1, 3, 0, 7, 2, 5, 6, 4, 9, 10, 11, 8]
a [0, 1, 3, 7, 2, 5, 6, 4, 9, 10, 11, 8]
f [5, 2, 3, 7, 1, 0, 6, 4, 9, 10, 11, 8]
b [2, 0, 3, 7, 1, 5, 6, 4, 9, 10, 11, 8]
l [1, 2, 4, 7, 5, 3, 6, 8, 9, 10, 11, 0]
k [1, 2, 4, 7, 5, 3, 6, 11, 9, 10, 0, 8]
d [1, 2, 4, 0, 5, 3, 6, 7, 9, 10, 11, 8]
g [1, 2, 4, 7, 5, 3, 0, 6, 9, 10, 11, 8]
l [1, 2, 6, 7, 5, 3, 8, 4, 9, 10, 11, 0]
h [1, 2, 6, 7, 5, 3, 4, 0, 9, 10, 11, 8]
d [1, 2, 6, 0, 5, 3, 7, 4, 9, 10, 11, 8]
j [1, 2, 6, 7, 5, 3, 10, 4, 9, 0, 11, 8]
k [1, 2, 6, 7, 5, 3, 11, 4, 9, 10, 0, 8]
b [1, 0, 6, 7, 5, 3, 2, 4, 9, 10, 11, 8]
h [1, 2, 7, 4, 5, 3, 6, 0, 9, 10, 11, 8]
g [1, 2, 7, 6, 5, 3, 0, 4, 9, 10, 11, 8]
g [1, 6, 2, 7, 5, 3, 0, 4, 9, 10, 11, 8]
e [1, 5, 2, 7, 0, 3, 6, 4, 9, 10, 11, 8]
a [0, 1, 2, 7, 5, 3, 6, 4, 9, 10, 11, 8]
g [2, 6, 3, 7, 5, 1, 0, 4, 9, 10, 11, 8]
c [2, 3, 0, 7, 5, 1, 6, 4, 9, 10, 11, 8]
e [2, 5, 3, 7, 0, 1, 6, 4, 9, 10, 11, 8]
i [5, 2, 3, 7, 9, 1, 6, 4, 0, 10, 11, 8]
j [5, 2, 3, 7, 10, 1, 6, 4, 9, 0, 11, 8]
b [5, 0, 3, 7, 2, 1, 6, 4, 9, 10, 11, 8]
j [1, 6, 3, 7, 5, 2, 8, 4, 9, 0, 10, 11]
g [1, 6, 3, 7, 5, 2, 0, 4, 9, 10, 8, 11]
h [1, 6, 3, 7, 5, 2, 8, 0, 9, 10, 4, 11]
f [1, 6, 3, 7, 5, 0, 8, 4, 9, 10, 2, 11]
g [1, 6, 3, 7, 5, 2, 0, 8, 9, 10, 11, 4]
k [1, 6, 3, 7, 5, 2, 8, 11, 9, 10, 0, 4]
d [1, 6, 3, 0, 5, 2, 8, 7, 9, 10, 11, 4]
c [1, 6, 0, 7, 5, 2, 8, 3, 9, 10, 11, 4]
k [1, 6, 3, 7, 5, 2, 4, 8, 9, 10, 0, 11]
l [1, 6, 3, 7, 5, 2, 4, 11, 9, 10, 8, 0]
j [1, 6, 3, 7, 5, 2, 4, 11, 9, 0, 10, 8]
g [1, 6, 3, 7, 5, 2, 0, 11, 9, 10, 4, 8]
f [1, 6, 3, 7, 5, 0, 4, 11, 9, 10, 2, 8]
g [1, 6, 3, 4, 5, 2, 0, 7, 9, 10, 11, 8]
c [1, 6, 0, 3, 5, 2, 4, 7, 9, 10, 11, 8]
f [1, 6, 2, 7, 5, 0, 4, 3, 9, 10, 11, 8]
g [1, 6, 4, 7, 5, 2, 0, 3, 9, 10, 11, 8]
b [1, 0, 6, 7, 5, 2, 4, 3, 9, 10, 11, 8]
d [1, 6, 7, 0, 5, 2, 4, 3, 9, 10, 11, 8]
l [1, 6, 3, 4, 5, 2, 7, 8, 9, 10, 11, 0]
k [1, 6, 3, 4, 5, 2, 7, 11, 9, 10, 0, 8]
c [1, 6, 0, 4, 5, 2, 7, 3, 9, 10, 11, 8]
h [1, 6, 4, 3, 5, 2, 7, 0, 9, 10, 11, 8]
f [1, 6, 2, 3, 5, 0, 7, 4, 9, 10, 11, 8]
b [1, 0, 6, 3, 5, 2, 7, 4, 9, 10, 11, 8]
g [1, 6, 7, 3, 5, 2, 0, 4, 9, 10, 11, 8]
l [1, 6, 3, 7, 5, 2, 10, 4, 9, 11, 8, 0]
g [1, 6, 3, 7, 5, 2, 0, 4, 9, 11, 10, 8]
h [1, 6, 3, 7, 5, 2, 10, 0, 9, 11, 4, 8]
f [1, 6, 3, 7, 5, 0, 10, 4, 9, 11, 2, 8]
f [1, 6, 3, 7, 5, 0, 10, 4, 2, 9, 11, 8]
e [1, 6, 3, 7, 0, 2, 10, 4, 5, 9, 11, 8]
b [1, 0, 3, 7, 5, 6, 10, 4, 9, 2, 11, 8]
g [1, 6, 3, 7, 5, 10, 0, 4, 9, 2, 11, 8]
i [1, 6, 3, 7, 5, 9, 10, 4, 0, 2, 11, 8]
k [1, 6, 3, 7, 5, 11, 10, 4, 9, 2, 0, 8]
e [1, 6, 3, 7, 0, 5, 10, 4, 9, 2, 11, 8]
c [1, 6, 0, 7, 5, 3, 10, 4, 9, 2, 11, 8]
a [0, 6, 3, 7, 5, 1, 10, 4, 9, 2, 11, 8]
f [1, 6, 3, 7, 2, 0, 10, 4, 9, 5, 11, 8]
b [1, 0, 3, 7, 6, 2, 10, 4, 9, 5, 11, 8]
i [1, 6, 3, 7, 9, 2, 10, 4, 0, 5, 11, 8]
a [0, 6, 3, 7, 1, 2, 10, 4, 9, 5, 11, 8]
h [1, 6, 3, 7, 5, 2, 11, 0, 9, 10, 8, 4]
i [1, 6, 3, 7, 5, 2, 11, 4, 0, 9, 10, 8]
f [1, 6, 3, 7, 5, 0, 11, 4, 9, 2, 10, 8]
e [1, 6, 3, 7, 0, 2, 11, 4, 9, 5, 10, 8]
l [1, 6, 3, 7, 5, 2, 11, 8, 9, 10, 4, 0]
d [1, 6, 3, 0, 5, 2, 11, 7, 9, 10, 4, 8]
c [1, 6, 0, 7, 5, 2, 11, 3, 9, 10, 4, 8]
b [1, 0, 3, 7, 5, 6, 11, 4, 9, 10, 2, 8]
g [1, 6, 3, 7, 5, 11, 0, 4, 9, 10, 2, 8]
i [1, 6, 3, 7, 5, 9, 11, 4, 0, 10, 2, 8]
j [1, 6, 3, 7, 5, 10, 11, 4, 9, 0, 2, 8]
e [1, 6, 3, 7, 0, 5, 11, 4, 9, 10, 2, 8]
c [1, 6, 0, 7, 5, 3, 11, 4, 9, 10, 2, 8]
a [0, 6, 3, 7, 5, 1, 11, 4, 9, 10, 2, 8]
j [1, 6, 3, 7, 5, 9, 2, 4, 10, 0, 11, 8]
e [1, 6, 3, 7, 0, 9, 2, 4, 5, 10, 11, 8]
k [1, 6, 3, 7, 5, 10, 2, 4, 9, 11, 0, 8]
i [1, 6, 3, 7, 5, 10, 2, 4, 0, 9, 11, 8]
e [1, 6, 3, 7, 0, 10, 2, 4, 9, 5, 11, 8]
l [1, 6, 3, 7, 5, 11, 2, 4, 9, 10, 8, 0]
j [1, 6, 3, 7, 5, 11, 2, 4, 9, 0, 10, 8]
h [1, 6, 3, 7, 5, 11, 2, 0, 9, 10, 4, 8]
b [1, 0, 3, 7, 6, 5, 2, 4, 9, 10, 11, 8]
i [1, 6, 3, 7, 9, 5, 2, 4, 0, 10, 11, 8]
j [1, 6, 3, 7, 10, 5, 2, 4, 9, 0, 11, 8]
a [0, 6, 3, 7, 1, 5, 2, 4, 9, 10, 11, 8]
h [1, 6, 4, 7, 5, 3, 2, 0, 9, 10, 11, 8]
d [1, 6, 7, 0, 5, 3, 2, 4, 9, 10, 11, 8]
b [6, 0, 3, 7, 5, 1, 2, 4, 9, 10, 11, 8]
e [5, 6, 3, 7, 0, 1, 2, 4, 9, 10, 11, 8]
l [1, 6, 4, 7, 5, 2, 3, 8, 9, 10, 11, 0]
k [1, 6, 4, 7, 5, 2, 3, 11, 9, 10, 0, 8]
d [1, 6, 4, 0, 5, 2, 3, 7, 9, 10, 11, 8]
i [1, 6, 2, 7, 5, 9, 3, 4, 0, 10, 11, 8]
j [1, 6, 2, 7, 5, 10, 3, 4, 9, 0, 11, 8]
k [1, 6, 2, 7, 5, 11, 3, 4, 9, 10, 0, 8]
e [1, 6, 2, 7, 0, 5, 3, 4, 9, 10, 11, 8]
a [0, 6, 2, 7, 5, 1, 3, 4, 9, 10, 11, 8]
e [1, 5, 6, 7, 0, 2, 3, 4, 9, 10, 11, 8]
a [0, 1, 6, 7, 5, 2, 3, 4, 9, 10, 11, 8]
h [1, 6, 7, 4, 5, 2, 3, 0, 9, 10, 11, 8]
k [1, 3, 4, 7, 5, 2, 6, 8, 9, 10, 0, 11]
g [1, 3, 4, 7, 5, 2, 0, 8, 9, 10, 11, 6]
l [1, 3, 4, 7, 5, 2, 6, 11, 9, 10, 8, 0]
j [1, 3, 4, 7, 5, 2, 6, 11, 9, 0, 10, 8]
g [1, 3, 4, 7, 5, 2, 0, 11, 9, 10, 6, 8]
f [1, 3, 4, 7, 5, 0, 6, 11, 9, 10, 2, 8]
g [1, 3, 4, 6, 5, 2, 0, 7, 9, 10, 11, 8]
c [1, 3, 0, 4, 5, 2, 6, 7, 9, 10, 11, 8]
l [1, 3, 4, 7, 5, 2, 8, 6, 9, 10, 11, 0]
d [1, 3, 4, 0, 5, 2, 7, 6, 9, 10, 11, 8]
j [1, 3, 4, 7, 5, 2, 10, 6, 9, 0, 11, 8]
k [1, 3, 4, 7, 5, 2, 11, 6, 9, 10, 0, 8]
f [1, 3, 4, 7, 5, 0, 2, 6, 9, 10, 11, 8]
c [1, 3, 0, 7, 5, 2, 4, 6, 9, 10, 11, 8]
b [1, 0, 4, 7, 5, 2, 3, 6, 9, 10, 11, 8]
l [1, 3, 2, 7, 5, 6, 8, 4, 9, 10, 11, 0]
h [1, 3, 2, 7, 5, 6, 4, 0, 9, 10, 11, 8]
d [1, 3, 2, 0, 5, 6, 7, 4, 9, 10, 11, 8]
j [1, 3, 2, 7, 5, 6, 10, 4, 9, 0, 11, 8]
k [1, 3, 2, 7, 5, 6, 11, 4, 9, 10, 0, 8]
j [1, 3, 2, 7, 5, 9, 6, 4, 10, 0, 11, 8]
e [1, 3, 2, 7, 0, 9, 6, 4, 5, 10, 11, 8]
k [1, 3, 2, 7, 5, 10, 6, 4, 9, 11, 0, 8]
i [1, 3, 2, 7, 5, 10, 6, 4, 0, 9, 11, 8]
g [1, 3, 2, 7, 5, 10, 0, 4, 9, 6, 11, 8]
e [1, 3, 2, 7, 0, 10, 6, 4, 9, 5, 11, 8]
l [1, 3, 2, 7, 5, 11, 6, 4, 9, 10, 8, 0]
j [1, 3, 2, 7, 5, 11, 6, 4, 9, 0, 10, 8]
h [1, 3, 2, 7, 5, 11, 6, 0, 9, 10, 4, 8]
g [1, 3, 2, 7, 5, 11, 0, 4, 9, 10, 6, 8]
i [1, 3, 2, 7, 9, 5, 6, 4, 0, 10, 11, 8]
j [1, 3, 2, 7, 10, 5, 6, 4, 9, 0, 11, 8]
b [1, 0, 2, 7, 3, 5, 6, 4, 9, 10, 11, 8]
a [0, 3, 2, 7, 1, 5, 6, 4, 9, 10, 11, 8]
b [3, 0, 2, 7, 5, 1, 6, 4, 9, 10, 11, 8]
e [5, 3, 2, 7, 0, 1, 6, 4, 9, 10, 11, 8]
k [1, 3, 6, 7, 5, 2, 8, 4, 9, 10, 0, 11]
h [1, 3, 6, 7, 5, 2, 8, 0, 9, 10, 11, 4]
l [1, 3, 6, 7, 5, 2, 4, 8, 9, 10, 11, 0]
k [1, 3, 6, 7, 5, 2, 4, 11, 9, 10, 0, 8]
d [1, 3, 6, 0, 5, 2, 4, 7, 9, 10, 11, 8]
h [1, 3, 6, 4, 5, 2, 7, 0, 9, 10, 11, 8]
c [1, 3, 0, 6, 5, 2, 7, 4, 9, 10, 11, 8]
k [1, 3, 6, 7, 5, 2, 10, 4, 9, 11, 0, 8]
i [1, 3, 6, 7, 5, 2, 10, 4, 0, 9, 11, 8]
f [1, 3, 6, 7, 5, 0, 10, 4, 9, 2, 11, 8]
e [1, 3, 6, 7, 0, 2, 10, 4, 9, 5, 11, 8]
l [1, 3, 6, 7, 5, 2, 11, 4, 9, 10, 8, 0]
j [1, 3, 6, 7, 5, 2, 11, 4, 9, 0, 10, 8]
h [1, 3, 6, 7, 5, 2, 11, 0, 9, 10, 4, 8]
f [1, 3, 6, 7, 5, 0, 11, 4, 9, 10, 2, 8]
i [1, 3, 6, 7, 5, 9, 2, 4, 0, 10, 11, 8]
j [1, 3, 6, 7, 5, 10, 2, 4, 9, 0, 11, 8]
k [1, 3, 6, 7, 5, 11, 2, 4, 9, 10, 0, 8]
e [1, 3, 6, 7, 0, 5, 2, 4, 9, 10, 11, 8]
a [0, 3, 6, 7, 5, 1, 2, 4, 9, 10, 11, 8]
l [1, 3, 7, 4, 5, 2, 6, 8, 9, 10, 11, 0]
k [1, 3, 7, 4, 5, 2, 6, 11, 9, 10, 0, 8]
g [1, 3, 7, 4, 5, 2, 0, 6, 9, 10, 11, 8]
l [1, 3, 7, 6, 5, 2, 8, 4, 9, 10, 11, 0]
h [1, 3, 7, 6, 5, 2, 4, 0, 9, 10, 11, 8]
j [1, 3, 7, 6, 5, 2, 10, 4, 9, 0, 11, 8]
k [1, 3, 7, 6, 5, 2, 11, 4, 9, 10, 0, 8]
f [1, 3, 7, 6, 5, 0, 2, 4, 9, 10, 11, 8]
b [1, 0, 7, 6, 5, 2, 3, 4, 9, 10, 11, 8]
l [1, 5, 3, 7, 2, 6, 8, 4, 9, 10, 11, 0]
h [1, 5, 3, 7, 2, 6, 4, 0, 9, 10, 11, 8]
d [1, 5, 3, 0, 2, 6, 7, 4, 9, 10, 11, 8]
j [1, 5, 3, 7, 2, 6, 10, 4, 9, 0, 11, 8]
